date,state,crop_name,category,farm_price_rm,wholesale_price_rm,retail_price_rm,temperature_c,humidity_pct,rainfall_mm
2025-10-02,Johor,Cili Merah,Sayur,7.6,9.97,12.21,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Cili Akar,Sayur,9.5,11.27,14.79,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Kobis Bulat,Sayur,2.5,3.13,4.41,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Sawi Bulat,Sayur,3.99,4.99,6.36,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Tomato,Sayur,2.97,4.13,5.32,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Timun,Sayur,2.39,2.94,4.11,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Kacang Panjang,Sayur,4.11,5.7,7.66,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Terung,Sayur,4.79,5.67,7.84,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Bayam,Sayur,2.84,3.75,5.01,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Kangkung,Sayur,2.8,3.49,4.23,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Bendi,Sayur,3.09,4.04,5.59,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Halia,Sayur,4.87,6.33,7.88,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Pisang Cavendish,Buah,2.83,3.85,4.74,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Betik,Buah,1.88,2.64,3.3,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Tembikai,Buah,1.72,2.19,2.62,27.636158552660245,88.82230726581366,0.0
2025-10-02,Johor,Nanas,Buah,2.07,2.95,4.04,27.636158552660245,88.82230726581366,0.0
2025-10-02,Kedah,Cili Merah,Sayur,7.42,9.26,11.62,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Cili Akar,Sayur,7.2,9.06,10.69,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Kobis Bulat,Sayur,2.47,3.17,3.86,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Sawi Bulat,Sayur,3.62,4.82,5.69,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Tomato,Sayur,2.94,3.72,4.48,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Timun,Sayur,1.37,1.88,2.35,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Kacang Panjang,Sayur,3.38,4.11,5.53,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Terung,Sayur,3.28,3.97,5.26,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Bayam,Sayur,2.62,3.34,4.42,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Kangkung,Sayur,2.59,3.09,4.15,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Bendi,Sayur,2.75,3.55,4.95,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Halia,Sayur,3.56,4.85,6.09,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Pisang Cavendish,Buah,2.32,2.98,3.96,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Betik,Buah,2.31,2.83,3.48,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Tembikai,Buah,1.51,1.85,2.54,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kedah,Nanas,Buah,1.91,2.67,3.57,31.82965127915347,84.19870987189319,25.29480552838952
2025-10-02,Kelantan,Cili Merah,Sayur,6.5,8.48,10.03,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Cili Akar,Sayur,9.38,11.15,13.65,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Kobis Bulat,Sayur,1.78,2.19,2.95,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Sawi Bulat,Sayur,1.67,2.21,2.96,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Tomato,Sayur,2.8,3.57,4.24,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Timun,Sayur,1.67,2.32,3.21,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Kacang Panjang,Sayur,3.64,4.53,5.83,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Terung,Sayur,3.05,3.87,5.44,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Bayam,Sayur,1.55,2.14,3.01,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Kangkung,Sayur,2.22,3.09,3.72,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Bendi,Sayur,2.76,3.85,4.57,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Halia,Sayur,4.82,5.9,7.08,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Pisang Cavendish,Buah,2.33,2.95,3.63,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Betik,Buah,1.7,2.1,2.95,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Tembikai,Buah,1.29,1.74,2.37,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Kelantan,Nanas,Buah,1.66,2.08,2.82,27.13274024170084,81.36281979870319,11.426530297947965
2025-10-02,Melaka,Cili Merah,Sayur,4.92,6.92,8.87,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Cili Akar,Sayur,7.69,10.14,12.13,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Kobis Bulat,Sayur,2.07,2.88,3.79,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Sawi Bulat,Sayur,3.01,4.29,5.84,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Tomato,Sayur,2.44,3.18,4.44,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Timun,Sayur,2.11,2.87,3.95,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Kacang Panjang,Sayur,2.76,3.67,4.93,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Terung,Sayur,3.22,3.92,5.05,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Bayam,Sayur,2.68,3.32,3.97,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Kangkung,Sayur,1.82,2.29,2.98,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Bendi,Sayur,3.0,3.96,5.3,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Halia,Sayur,4.39,5.57,6.86,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Pisang Cavendish,Buah,2.55,3.02,3.72,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Betik,Buah,1.75,2.08,2.68,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Tembikai,Buah,2.18,2.59,3.19,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Melaka,Nanas,Buah,1.99,2.55,3.5,26.431517934446017,79.33410635933215,16.536319899343354
2025-10-02,Negeri Sembilan,Cili Merah,Sayur,5.23,6.58,8.4,23.66764381804621,75.84032892090596,0.0
2025-10-02,Negeri Sembilan,Cili Akar,Sayur,7.11,9.19,11.59,23.66764381804621,75.84032892090596,0.0
